
,X,Y,Z,time
,0.67,-3.54,-2.5,2025-03-17T15:27:46.61834Z
,0.92,-3.54,-2.44,2025-03-17T15:27:47.684147Z
,0.55,-3.54,-2.56,2025-03-17T15:27:48.872554Z
,0.67,-3.48,-2.44,2025-03-17T15:27:49.999201Z
,0.67,-3.54,-2.56,2025-03-17T15:27:51.023005Z
,0.85,-3.54,-2.5,2025-03-17T15:27:52.100079Z
,0.55,-3.54,-2.62,2025-03-17T15:27:53.197085Z
,0.31,-3.6,-2.62,2025-03-17T15:27:54.400866Z
,0.92,-3.54,-2.44,2025-03-17T15:27:55.424942Z
,0.61,-3.66,-2.56,2025-03-17T15:27:56.551237Z
,0.61,-3.48,-2.5,2025-03-17T15:27:57.619087Z
,0.61,-3.42,-2.5,2025-03-17T15:27:58.803976Z
,0.61,-3.48,-2.5,2025-03-17T15:27:59.931687Z
,0.67,-3.48,-2.5,2025-03-17T15:28:00.954547Z
,0.61,-3.54,-2.44,2025-03-17T15:28:02.081007Z
,0.61,-3.54,-2.56,2025-03-17T15:28:03.207441Z
,0.61,-3.48,-2.56,2025-03-17T15:28:04.24259Z
,0.61,-3.6,-2.5,2025-03-17T15:28:05.357538Z
,0.67,-3.54,-2.44,2025-03-17T15:28:06.453752Z
,0.73,-3.54,-2.56,2025-03-17T15:28:07.55963Z
,0.67,-3.54,-2.5,2025-03-17T15:28:08.736885Z
,0.55,-3.6,-2.56,2025-03-17T15:28:09.863573Z
,0.49,-3.54,-2.5,2025-03-17T15:28:10.873991Z
,0.61,-3.48,-2.56,2025-03-17T15:28:12.015524Z
,0.43,-3.6,-2.5,2025-03-17T15:28:13.094117Z
,-1.34,-3.85,-2.44,2025-03-17T15:28:14.19457Z
,0.73,-3.48,-2.5,2025-03-17T15:28:15.292703Z
,0.67,-3.54,-2.5,2025-03-17T15:28:16.39954Z
,0.73,-3.54,-2.5,2025-03-17T15:28:17.496711Z
,0.61,-3.54,-2.56,2025-03-17T15:28:18.669958Z
,0.67,-3.54,-2.5,2025-03-17T15:28:19.796373Z
,0.61,-3.54,-2.5,2025-03-17T15:28:20.816528Z
,0.55,-3.6,-2.56,2025-03-17T15:28:21.919461Z
,0.67,-3.42,-2.5,2025-03-17T15:28:23.073171Z
,0.67,-3.42,-2.5,2025-03-17T15:28:24.206499Z
,0.61,-3.54,-2.5,2025-03-17T15:28:25.252469Z
,0.73,-3.48,-2.44,2025-03-17T15:28:26.509841Z
,0.73,-3.42,-2.56,2025-03-17T15:28:27.47664Z
,0.79,-3.54,-2.56,2025-03-17T15:28:28.602987Z
,0.61,-3.48,-2.56,2025-03-17T15:28:29.729334Z
,0.67,-3.42,-2.5,2025-03-17T15:28:30.790955Z
,3.05,-2.62,-2.32,2025-03-17T15:28:31.86139Z
,0.49,-3.54,-2.69,2025-03-17T15:28:33.006265Z
,0.43,-3.48,-2.69,2025-03-17T15:28:34.132764Z
,0.67,-3.54,-2.5,2025-03-17T15:28:35.387524Z
,0.61,-3.48,-2.62,2025-03-17T15:28:36.29013Z
,0.61,-3.42,-2.56,2025-03-17T15:28:37.409507Z
,1.16,-3.3,-2.32,2025-03-17T15:28:38.536959Z
,0.55,-3.54,-2.5,2025-03-17T15:28:39.663783Z
,0.79,-3.48,-2.44,2025-03-17T15:28:40.700865Z
,0.67,-3.48,-2.44,2025-03-17T15:28:41.806253Z
,0.73,-3.48,-2.5,2025-03-17T15:28:42.939183Z
,0.73,-3.54,-2.62,2025-03-17T15:28:44.016392Z
,0.79,-3.48,-2.5,2025-03-17T15:28:45.126706Z
,0.61,-3.48,-2.62,2025-03-17T15:28:46.319884Z
,0.67,-3.6,-2.44,2025-03-17T15:28:47.335257Z
,0.73,-3.48,-2.5,2025-03-17T15:28:48.440439Z
,0.55,-3.54,-2.5,2025-03-17T15:28:49.595321Z
,0.55,-3.48,-2.5,2025-03-17T15:28:50.721741Z
,0.67,-3.54,-2.56,2025-03-17T15:28:51.751031Z
,0.49,-3.6,-2.62,2025-03-17T15:28:52.851144Z
,0.43,-3.66,-2.56,2025-03-17T15:28:54.001323Z
,0.67,-3.54,-2.56,2025-03-17T15:28:55.124977Z
,0.73,-3.48,-2.56,2025-03-17T15:28:56.172115Z
,0.61,-3.6,-2.56,2025-03-17T15:28:57.274098Z
,0.61,-3.54,-2.62,2025-03-17T15:28:58.38007Z
,0.67,-3.54,-2.56,2025-03-17T15:28:59.528188Z
,0.67,-3.54,-2.5,2025-03-17T15:29:00.654592Z
,0.61,-3.6,-2.62,2025-03-17T15:29:01.691591Z
,0.73,-3.54,-2.5,2025-03-17T15:29:02.802959Z
,0.67,-3.48,-2.5,2025-03-17T15:29:03.9328Z
,0.73,-3.54,-2.56,2025-03-17T15:29:05.008279Z
,0.73,-3.48,-2.56,2025-03-17T15:29:06.111774Z
,0.67,-3.48,-2.5,2025-03-17T15:29:07.218222Z
,0.67,-3.6,-2.44,2025-03-17T15:29:08.336504Z
,0.79,-3.54,-2.5,2025-03-17T15:29:09.4621Z
,0.73,-3.54,-2.5,2025-03-17T15:29:10.588313Z
,0.67,-3.48,-2.56,2025-03-17T15:29:11.635188Z
,0.73,-3.54,-2.56,2025-03-17T15:29:12.787983Z
,0.55,-3.48,-2.62,2025-03-17T15:29:13.864474Z
,0.67,-3.48,-2.56,2025-03-17T15:29:14.992023Z
,0.73,-3.48,-2.5,2025-03-17T15:29:16.056407Z
,0.37,-3.6,-2.44,2025-03-17T15:29:17.164733Z
,0.49,-3.66,-2.56,2025-03-17T15:29:18.371507Z
,0.73,-3.54,-2.56,2025-03-17T15:29:19.394069Z
,0.73,-3.48,-2.5,2025-03-17T15:29:20.521783Z
,0.67,-3.48,-2.5,2025-03-17T15:29:21.578751Z
,0.73,-3.48,-2.56,2025-03-17T15:29:22.686446Z
,0.61,-3.54,-2.5,2025-03-17T15:29:23.796674Z
,0.67,-3.48,-2.5,2025-03-17T15:29:25.333337Z
,0.67,-3.6,-2.5,2025-03-17T15:29:26.171968Z
,0.61,-3.48,-2.56,2025-03-17T15:29:27.100227Z
,0.61,-3.54,-2.5,2025-03-17T15:29:28.302985Z
,0.73,-3.48,-2.56,2025-03-17T15:29:29.312989Z
,0.73,-3.6,-2.5,2025-03-17T15:29:30.453211Z
,0.73,-3.48,-2.56,2025-03-17T15:29:31.521687Z
,0.49,-3.6,-2.5,2025-03-17T15:29:32.706629Z
,0.61,-3.66,-2.56,2025-03-17T15:29:33.78889Z
,0.73,-3.54,-2.5,2025-03-17T15:29:34.833098Z
,0.73,-3.48,-2.56,2025-03-17T15:29:35.98465Z
,0.61,-3.54,-2.56,2025-03-17T15:29:37.056947Z
,0.67,-3.42,-2.44,2025-03-17T15:29:38.183363Z
,0.67,-3.42,-2.56,2025-03-17T15:29:39.253718Z
,0.61,-3.54,-2.56,2025-03-17T15:29:40.386477Z
,0.55,-3.48,-2.56,2025-03-17T15:29:41.464919Z
,0.67,-3.48,-2.5,2025-03-17T15:29:42.639273Z
,0.61,-3.48,-2.56,2025-03-17T15:29:43.868469Z
,0.73,-3.54,-2.5,2025-03-17T15:29:44.789503Z
,0.67,-3.54,-2.5,2025-03-17T15:29:45.916071Z
,0.67,-3.48,-2.5,2025-03-17T15:29:46.989883Z
,0.55,-3.48,-2.5,2025-03-17T15:29:48.094411Z
,0.79,-3.54,-2.56,2025-03-17T15:29:49.242514Z
,0.67,-3.42,-2.56,2025-03-17T15:29:50.369487Z
,0.73,-3.54,-2.5,2025-03-17T15:29:51.406276Z
,0.73,-3.54,-2.56,2025-03-17T15:29:52.510395Z
,0.61,-3.54,-2.38,2025-03-17T15:29:53.698098Z
,0.61,-3.48,-2.56,2025-03-17T15:29:54.721682Z
,0.61,-3.54,-2.5,2025-03-17T15:29:55.848676Z
,0.67,-3.48,-2.56,2025-03-17T15:29:56.932885Z
,0.67,-3.42,-2.5,2025-03-17T15:29:58.044491Z
,0.61,-3.48,-2.56,2025-03-17T15:29:59.141174Z
,0.79,-3.48,-2.44,2025-03-17T15:30:00.357017Z
,0.67,-3.6,-2.56,2025-03-17T15:30:01.68529Z
,0.67,-3.42,-2.5,2025-03-17T15:30:02.935801Z
,0.61,-3.54,-2.44,2025-03-17T15:30:03.558774Z
,0.61,-3.48,-2.62,2025-03-17T15:30:04.670422Z
,0.61,-3.48,-2.56,2025-03-17T15:30:05.781806Z
,0.61,-3.6,-2.5,2025-03-17T15:30:06.876421Z
,0.61,-3.48,-2.56,2025-03-17T15:30:07.978799Z
,0.61,-3.54,-2.5,2025-03-17T15:30:09.090386Z
,0.31,-3.54,-2.44,2025-03-17T15:30:10.28681Z
,0.55,-3.54,-2.69,2025-03-17T15:30:11.311093Z
,1.16,-3.54,-2.44,2025-03-17T15:30:12.406416Z
,0.37,-3.42,-2.56,2025-03-17T15:30:13.501433Z
,0.79,-3.48,-2.5,2025-03-17T15:30:14.690229Z
,0.85,-3.42,-2.5,2025-03-17T15:30:15.721585Z
,0.55,-3.6,-2.5,2025-03-17T15:30:16.842122Z
,0.73,-3.54,-2.5,2025-03-17T15:30:17.968125Z
,0.61,-3.6,-2.56,2025-03-17T15:30:19.094605Z
,0.06,-3.48,-2.69,2025-03-17T15:30:20.219521Z
,1.22,-3.3,-2.44,2025-03-17T15:30:21.24476Z
,0.61,-3.6,-2.56,2025-03-17T15:30:22.370062Z
,0.73,-3.54,-2.5,2025-03-17T15:30:23.496521Z
,0.55,-3.48,-2.56,2025-03-17T15:30:24.563523Z
,0.73,-3.54,-2.5,2025-03-17T15:30:25.654926Z
,0.67,-3.42,-2.5,2025-03-17T15:30:26.773267Z
,1.1,-3.48,-2.56,2025-03-17T15:30:27.864785Z
,0.67,-3.48,-2.5,2025-03-17T15:30:29.026094Z
,0.67,-3.54,-2.62,2025-03-17T15:30:30.153298Z
,0.67,-3.54,-2.56,2025-03-17T15:30:31.280369Z
,0.61,-3.48,-2.5,2025-03-17T15:30:32.304566Z
,0.61,-3.54,-2.62,2025-03-17T15:30:33.428174Z
,0.61,-3.54,-2.44,2025-03-17T15:30:34.552596Z
,0.73,-3.48,-2.56,2025-03-17T15:30:35.682298Z
,0.67,-3.54,-2.56,2025-03-17T15:30:36.762522Z
,0.61,-3.42,-2.56,2025-03-17T15:30:37.832367Z
,0.67,-3.42,-2.5,2025-03-17T15:30:38.913742Z
,0.55,-3.42,-2.56,2025-03-17T15:30:40.017659Z
,0.73,-3.48,-2.5,2025-03-17T15:30:41.12324Z
,0.67,-3.48,-2.5,2025-03-17T15:30:42.226767Z
,0.73,-3.6,-2.56,2025-03-17T15:30:43.362192Z
,0.55,-3.54,-2.62,2025-03-17T15:30:44.437365Z
,0.61,-3.6,-2.56,2025-03-17T15:30:45.616551Z
,0.55,-3.66,-2.56,2025-03-17T15:30:46.741173Z
,0.61,-3.48,-2.56,2025-03-17T15:30:47.754739Z
,0.49,-3.48,-2.5,2025-03-17T15:30:48.852859Z
,0.43,-3.54,-2.56,2025-03-17T15:30:49.959096Z
,0.55,-3.48,-2.56,2025-03-17T15:30:51.068656Z
,0.61,-3.54,-2.56,2025-03-17T15:30:52.198473Z
,0.67,-3.6,-2.5,2025-03-17T15:30:53.293866Z
,0.61,-3.48,-2.5,2025-03-17T15:30:54.390276Z
,0.73,-3.42,-2.56,2025-03-17T15:30:55.548863Z
,-0.49,-3.97,-2.81,2025-03-17T15:30:56.586704Z
,0.67,-3.72,-2.69,2025-03-17T15:30:57.697171Z
,0.67,-3.54,-2.5,2025-03-17T15:30:58.824726Z
,0.73,-3.42,-2.56,2025-03-17T15:30:59.905329Z
,0.61,-3.54,-2.5,2025-03-17T15:31:01.079386Z
,0.73,-3.54,-2.56,2025-03-17T15:31:02.114866Z
,0.67,-3.54,-2.56,2025-03-17T15:31:03.330812Z
,0.61,-3.54,-2.62,2025-03-17T15:31:04.331949Z
,0.67,-3.6,-2.5,2025-03-17T15:31:05.583536Z
,0.55,-3.48,-2.56,2025-03-17T15:31:06.608142Z
,0.55,-3.54,-2.56,2025-03-17T15:31:07.692323Z
,0.67,-3.54,-2.5,2025-03-17T15:31:08.751177Z
,0.67,-3.48,-2.56,2025-03-17T15:31:09.853001Z
,0.49,-3.42,-2.62,2025-03-17T15:31:10.960863Z
,0.49,-3.6,-2.56,2025-03-17T15:31:12.060821Z
,0.43,-3.54,-2.62,2025-03-17T15:31:13.384092Z
,0.37,-3.6,-2.69,2025-03-17T15:31:14.292777Z
,0.61,-3.48,-2.62,2025-03-17T15:31:15.424486Z
,0.61,-3.54,-2.56,2025-03-17T15:31:16.546017Z
,0.55,-3.6,-2.56,2025-03-17T15:31:17.679612Z
,0.67,-3.54,-2.5,2025-03-17T15:31:18.691106Z
,0.67,-3.6,-2.5,2025-03-17T15:31:19.81713Z
,0.55,-3.48,-2.56,2025-03-17T15:31:20.944236Z
,0.79,-3.6,-2.5,2025-03-17T15:31:22.00449Z
,0.55,-3.54,-2.56,2025-03-17T15:31:23.196401Z
,0.85,-3.42,-2.62,2025-03-17T15:31:24.32267Z
,0.67,-3.54,-2.56,2025-03-17T15:31:25.31796Z
,0.55,-3.6,-2.56,2025-03-17T15:31:26.47499Z
,0.67,-3.54,-2.5,2025-03-17T15:31:27.601066Z
,0.61,-3.54,-2.56,2025-03-17T15:31:28.645767Z
,0.61,-3.42,-2.5,2025-03-17T15:31:29.750094Z
,0.61,-3.54,-2.5,2025-03-17T15:31:30.879907Z
,0.55,-3.48,-2.5,2025-03-17T15:31:32.059232Z
,0.61,-3.66,-2.62,2025-03-17T15:31:33.129301Z
,0.61,-3.54,-2.56,2025-03-17T15:31:34.255647Z
,0.67,-3.6,-2.62,2025-03-17T15:31:35.279741Z
,0.61,-3.6,-2.62,2025-03-17T15:31:36.406182Z
,0.61,-3.36,-2.56,2025-03-17T15:31:37.535419Z
,0.61,-3.54,-2.56,2025-03-17T15:31:38.582924Z
,0.61,-3.54,-2.5,2025-03-17T15:31:39.785591Z
,0.61,-3.54,-2.56,2025-03-17T15:31:40.797582Z
,0.55,-3.6,-2.5,2025-03-17T15:31:41.889404Z
,-0.98,-4.09,-2.69,2025-03-17T15:31:43.063091Z
,0.85,-3.6,-2.69,2025-03-17T15:31:44.300827Z
,0.61,-3.6,-2.56,2025-03-17T15:31:45.430434Z
,0.92,-3.6,-2.56,2025-03-17T15:31:46.437783Z
,0.73,-3.48,-2.44,2025-03-17T15:31:47.589488Z
,0.85,-3.48,-2.56,2025-03-17T15:31:48.593415Z
,0.85,-3.23,-2.62,2025-03-17T15:31:49.668033Z
,0.61,-3.54,-2.5,2025-03-17T15:31:50.734439Z
,0.61,-3.42,-2.56,2025-03-17T15:31:51.90746Z
,0.61,-3.54,-2.56,2025-03-17T15:31:55.049083Z
,0.61,-3.48,-2.5,2025-03-17T15:31:55.372069Z
,0.61,-3.48,-2.56,2025-03-17T15:31:55.688245Z
,0.61,-3.48,-2.56,2025-03-17T15:31:56.262599Z
,0.61,-3.48,-2.5,2025-03-17T15:31:57.398485Z
,0.61,-3.6,-2.56,2025-03-17T15:31:58.460093Z
,0.61,-3.54,-2.5,2025-03-17T15:31:59.651359Z
,0.61,-3.48,-2.56,2025-03-17T15:32:00.727678Z
,0.67,-3.6,-2.5,2025-03-17T15:32:01.802675Z
,0.67,-3.54,-2.56,2025-03-17T15:32:02.887067Z
,0.61,-3.48,-2.62,2025-03-17T15:32:04.054237Z
,0.55,-3.54,-2.5,2025-03-17T15:32:05.091468Z
,0.67,-3.48,-2.5,2025-03-17T15:32:06.337693Z
,0.43,-3.66,-2.62,2025-03-17T15:32:07.331912Z
,0.49,-3.48,-2.56,2025-03-17T15:32:08.408445Z
,0.61,-3.6,-2.56,2025-03-17T15:32:09.508109Z
,0.61,-3.42,-2.56,2025-03-17T15:32:10.621434Z
,0.61,-3.48,-2.56,2025-03-17T15:32:11.734677Z
,0.67,-3.48,-2.56,2025-03-17T15:32:12.831958Z
,0.67,-3.6,-2.56,2025-03-17T15:32:13.987256Z
,0.67,-3.54,-2.56,2025-03-17T15:32:15.114519Z
,0.73,-3.54,-2.56,2025-03-17T15:32:16.141489Z
,0.61,-3.42,-2.56,2025-03-17T15:32:17.249238Z
,0.67,-3.54,-2.62,2025-03-17T15:32:18.39066Z
,0.85,-3.54,-2.44,2025-03-17T15:32:19.505664Z
,0.67,-3.42,-2.56,2025-03-17T15:32:20.582715Z
,0.61,-3.54,-2.5,2025-03-17T15:32:21.665573Z
,0.49,-3.54,-2.5,2025-03-17T15:32:22.793932Z
,0.61,-3.48,-2.56,2025-03-17T15:32:23.921913Z
,0.55,-3.54,-2.5,2025-03-17T15:32:24.97797Z
,0.55,-3.42,-2.56,2025-03-17T15:32:26.081872Z
,0.67,-3.48,-2.5,2025-03-17T15:32:27.188924Z
,0.61,-3.48,-2.5,2025-03-17T15:32:28.323648Z
,0.67,-3.54,-2.5,2025-03-17T15:32:29.450777Z
,0.67,-3.54,-2.56,2025-03-17T15:32:30.588992Z
,0.73,-3.54,-2.5,2025-03-17T15:32:31.636944Z
,0.61,-3.6,-2.56,2025-03-17T15:32:32.726732Z
,0.55,-3.6,-2.5,2025-03-17T15:32:33.966648Z
,0.61,-3.48,-2.56,2025-03-17T15:32:34.92721Z
,0.55,-3.48,-2.56,2025-03-17T15:32:36.116977Z
,0.61,-3.54,-2.56,2025-03-17T15:32:37.6433Z
,0.55,-3.42,-2.56,2025-03-17T15:32:38.291705Z
,0.67,-3.54,-2.62,2025-03-17T15:32:39.484378Z
,0.67,-3.48,-2.56,2025-03-17T15:32:40.524309Z
,0.61,-3.48,-2.56,2025-03-17T15:32:41.573084Z
,0.55,-3.48,-2.56,2025-03-17T15:32:42.653737Z
,0.67,-3.54,-2.5,2025-03-17T15:32:43.786348Z
,0.12,-3.54,-2.56,2025-03-17T15:32:44.860298Z
,1.71,-3.23,-2.26,2025-03-17T15:32:46.039153Z
,0.67,-3.48,-2.5,2025-03-17T15:32:47.075806Z
,0.67,-3.48,-2.56,2025-03-17T15:32:48.21887Z
,0.61,-3.6,-2.56,2025-03-17T15:32:49.316084Z
,0.67,-3.42,-2.5,2025-03-17T15:32:50.389921Z
,0.79,-3.54,-2.56,2025-03-17T15:32:51.494578Z
,0.67,-3.54,-2.5,2025-03-17T15:32:52.594478Z
,0.61,-3.54,-2.5,2025-03-17T15:32:53.719298Z
,0.55,-3.6,-2.56,2025-03-17T15:32:54.807663Z
,0.55,-3.54,-2.5,2025-03-17T15:32:55.972257Z
,0.55,-3.48,-2.62,2025-03-17T15:32:57.013486Z
,0.73,-3.48,-2.56,2025-03-17T15:32:58.122536Z
,0.67,-3.42,-2.62,2025-03-17T15:32:59.24888Z
,0.73,-3.54,-2.5,2025-03-17T15:33:00.375372Z
,0.73,-3.48,-2.69,2025-03-17T15:33:01.478617Z
,0.61,-3.6,-2.5,2025-03-17T15:33:02.560511Z
,0.61,-3.6,-2.56,2025-03-17T15:33:03.773659Z
,0.73,-3.48,-2.56,2025-03-17T15:33:04.961895Z
,0.61,-3.48,-2.62,2025-03-17T15:33:05.908139Z
,0.73,-3.66,-2.44,2025-03-17T15:33:07.013337Z
,0.85,-3.54,-2.56,2025-03-17T15:33:08.282476Z
,1.04,-3.42,-2.32,2025-03-17T15:33:09.171933Z
,-1.71,-4.09,-2.5,2025-03-17T15:33:10.473873Z
,0.31,-3.66,-2.69,2025-03-17T15:33:11.442253Z
,0.37,-3.42,-2.69,2025-03-17T15:33:12.498746Z
,2.01,-2.26,-1.65,2025-03-17T15:33:15.554073Z
,7.69,-18.92,54.14,2025-03-17T15:33:16.345029Z
,-44.92,-89.48,-33.57,2025-03-17T15:33:16.780793Z
,0.92,-3.42,-2.62,2025-03-17T15:33:17.548241Z
,1.28,-3.42,-2.44,2025-03-17T15:33:18.300835Z
,1.71,-3.3,-2.44,2025-03-17T15:33:19.371223Z
,4.03,-3.23,-2.5,2025-03-17T15:33:20.337506Z
,-172.91,-119.45,47.24,2025-03-17T15:33:21.333856Z
,1.1,-3.72,-2.69,2025-03-17T15:33:22.614189Z
,25.33,-0.61,-4.82,2025-03-17T15:33:23.631549Z
,0.55,-3.54,-2.56,2025-03-17T15:33:25.152242Z
,1.95,-3.11,-3.05,2025-03-17T15:33:25.876045Z
,0,-4.03,-2.44,2025-03-17T15:33:26.912708Z
,1.1,-3.6,-2.69,2025-03-17T15:33:28.425812Z
,0.37,-3.54,-2.69,2025-03-17T15:33:29.150845Z
,-7.75,-2.38,-2.81,2025-03-17T15:33:30.174129Z
,0.24,-3.6,-2.56,2025-03-17T15:33:31.304153Z
,0.49,-3.48,-2.56,2025-03-17T15:33:32.362415Z
,0.24,-3.6,-2.56,2025-03-17T15:33:33.554954Z
,5,-2.69,-3.17,2025-03-17T15:33:34.579073Z
,0.61,-3.48,-2.99,2025-03-17T15:33:35.703946Z
,0.79,-3.48,-2.5,2025-03-17T15:33:36.872609Z
,0.18,-3.48,-2.87,2025-03-17T15:33:37.957288Z
,-5.74,-4.76,0.24,2025-03-17T15:33:39.083952Z
,-0.37,-3.66,-2.62,2025-03-17T15:33:40.109529Z
,6.23,-2.14,-2.75,2025-03-17T15:33:41.336449Z
,0.55,-3.85,-2.69,2025-03-17T15:33:42.324549Z
,9.77,-2.38,-3.05,2025-03-17T15:33:43.48638Z
,-1.28,-2.81,-2.62,2025-03-17T15:33:44.520481Z
,11.66,-0.31,-4.21,2025-03-17T15:33:45.756882Z
,0.06,-3.48,-2.62,2025-03-17T15:33:46.922976Z
,0.85,-3.54,-2.5,2025-03-17T15:33:48.170183Z
,0.43,-3.48,-2.62,2025-03-17T15:33:49.022518Z
,0.92,-3.3,-2.56,2025-03-17T15:33:50.090761Z
,0.12,-3.78,-2.44,2025-03-17T15:33:51.301806Z
,0.67,-3.36,-2.56,2025-03-17T15:33:52.25769Z
,0.49,-3.54,-2.56,2025-03-17T15:33:53.419425Z
,1.28,-3.36,-2.62,2025-03-17T15:33:54.464287Z
,0.67,-3.42,-2.56,2025-03-17T15:33:55.678708Z
,1.46,-3.54,-2.75,2025-03-17T15:33:56.91319Z
,0.18,-3.6,-2.5,2025-03-17T15:33:57.794302Z
,-4.64,-4.88,-2.01,2025-03-17T15:33:59.031388Z
,0.61,-3.42,-2.56,2025-03-17T15:34:00.0793Z
,0.67,-3.48,-2.62,2025-03-17T15:34:01.096926Z
,0.73,-3.54,-2.5,2025-03-17T15:34:02.258143Z
,0.61,-3.42,-2.5,2025-03-17T15:34:03.364766Z
,0.55,-3.54,-2.62,2025-03-17T15:34:04.43897Z
,0.43,-3.48,-2.62,2025-03-17T15:34:05.611887Z
,-2.99,-4.21,-1.65,2025-03-17T15:34:06.645971Z
,0.61,-3.42,-2.62,2025-03-17T15:34:07.752506Z
,0.55,-3.48,-2.62,2025-03-17T15:34:08.896093Z
,0.55,-3.42,-2.62,2025-03-17T15:34:09.992991Z
,0.55,-3.48,-2.56,2025-03-17T15:34:11.078137Z
,0.43,-3.54,-2.56,2025-03-17T15:34:12.680825Z
,0.61,-3.48,-2.5,2025-03-17T15:34:13.295533Z
,0.55,-3.54,-2.56,2025-03-17T15:34:14.411809Z
,0.61,-3.48,-2.56,2025-03-17T15:34:15.539694Z
,0.49,-3.54,-2.62,2025-03-17T15:34:16.56389Z
,0.61,-3.48,-2.56,2025-03-17T15:34:17.688478Z
,0.67,-3.54,-2.69,2025-03-17T15:34:18.814988Z
,-1.4,-3.91,-3.23,2025-03-17T15:34:19.942926Z
,-4.27,-8.61,-10.19,2025-03-17T15:34:21.06777Z
,0.61,-3.54,-2.56,2025-03-17T15:34:22.090706Z
,2.38,-3.66,-2.56,2025-03-17T15:34:23.218082Z
,0.67,-3.42,-2.75,2025-03-17T15:34:24.34507Z
,0.61,-3.6,-2.44,2025-03-17T15:34:25.471146Z
,0.67,-3.48,-2.56,2025-03-17T15:34:26.598507Z
,0.55,-3.54,-2.56,2025-03-17T15:34:27.600051Z
,0.67,-3.42,-2.62,2025-03-17T15:34:28.952754Z
,0.61,-3.48,-2.56,2025-03-17T15:34:29.875848Z
,0.61,-3.48,-2.56,2025-03-17T15:34:31.012598Z
,0.61,-3.6,-2.5,2025-03-17T15:34:32.067584Z
,0.61,-3.42,-2.62,2025-03-17T15:34:33.151015Z
,0.67,-3.54,-2.56,2025-03-17T15:34:34.277525Z
,0.61,-3.48,-2.56,2025-03-17T15:34:35.403997Z
,0.73,-3.6,-2.5,2025-03-17T15:34:37.144936Z
,0.55,-3.48,-2.56,2025-03-17T15:34:37.759031Z
,0.67,-3.6,-2.56,2025-03-17T15:34:38.78324Z
,0.73,-3.48,-2.56,2025-03-17T15:34:39.807691Z
,0.61,-3.6,-2.56,2025-03-17T15:34:40.858293Z
,0.61,-3.48,-2.62,2025-03-17T15:34:42.059822Z
,0.55,-3.42,-2.56,2025-03-17T15:34:43.13401Z
,0.49,-3.54,-2.69,2025-03-17T15:34:44.212357Z
,0.49,-3.54,-2.56,2025-03-17T15:34:45.336927Z
,0.61,-3.6,-2.56,2025-03-17T15:34:46.975305Z
,0.61,-3.54,-2.56,2025-03-17T15:34:47.589399Z
,-0.31,-3.48,-2.5,2025-03-17T15:34:48.735283Z
,0.24,-3.3,-2.5,2025-03-17T15:34:49.831869Z
,0.49,-3.48,-2.56,2025-03-17T15:34:52.317961Z
,0.67,-3.42,-2.62,2025-03-17T15:34:52.623924Z
,0.49,-3.48,-2.62,2025-03-17T15:34:53.168113Z
,0.61,-3.48,-2.56,2025-03-17T15:34:54.123287Z
,0.67,-3.54,-2.5,2025-03-17T15:34:55.218953Z
,0.67,-3.48,-2.5,2025-03-17T15:34:56.337205Z
,0.61,-3.54,-2.56,2025-03-17T15:34:57.524361Z
,0.73,-3.42,-2.5,2025-03-17T15:34:58.544477Z
,0.61,-3.48,-2.56,2025-03-17T15:34:59.673135Z
,0.55,-3.54,-2.5,2025-03-17T15:35:00.747176Z
,0.67,-3.48,-2.5,2025-03-17T15:35:01.847166Z
,0.67,-3.54,-2.5,2025-03-17T15:35:02.950043Z
,0.61,-3.48,-2.56,2025-03-17T15:35:04.077214Z
,0.61,-3.48,-2.5,2025-03-17T15:35:05.15805Z
,0.55,-3.54,-2.5,2025-03-17T15:35:06.329599Z
,0.55,-3.48,-2.62,2025-03-17T15:35:07.463476Z
,0.61,-3.6,-2.62,2025-03-17T15:35:08.54594Z
,0.49,-3.6,-2.56,2025-03-17T15:35:09.606074Z
,0.55,-3.54,-2.44,2025-03-17T15:35:10.73128Z
,0.61,-3.48,-2.62,2025-03-17T15:35:11.84874Z
,0.61,-3.48,-2.5,2025-03-17T15:35:12.912494Z
,0.61,-3.42,-2.5,2025-03-17T15:35:14.009473Z
,0.67,-3.48,-2.56,2025-03-17T15:35:15.105187Z
,0.67,-3.42,-2.5,2025-03-17T15:35:16.211691Z
,0.55,-3.54,-2.56,2025-03-17T15:35:17.31746Z
,0.67,-3.54,-2.5,2025-03-17T15:35:18.518113Z
,0.67,-3.48,-2.56,2025-03-17T15:35:19.90799Z
,0.55,-3.6,-2.56,2025-03-17T15:35:20.892899Z
,0.55,-3.48,-2.56,2025-03-17T15:35:21.748432Z
,0.73,-3.6,-2.56,2025-03-17T15:35:22.886382Z
,0.55,-3.6,-2.5,2025-03-17T15:35:23.956614Z
,0.61,-3.6,-2.44,2025-03-17T15:35:25.082393Z
,0.73,-4.03,-2.44,2025-03-17T15:35:26.41926Z
,0.98,-3.66,-2.5,2025-03-17T15:35:27.93798Z
,0.61,-3.6,-2.5,2025-03-17T15:35:28.5508Z
,0.55,-3.42,-2.44,2025-03-17T15:35:29.790635Z
,0.67,-3.48,-2.56,2025-03-17T15:35:32.032952Z
,0.61,-3.48,-2.56,2025-03-17T15:35:32.955243Z
,0.55,-3.42,-2.56,2025-03-17T15:35:33.40007Z
